provinceid,citycode,timepoint,timepointstr,area,positionname,stationcode,co,co_24h,latitude,longitude,measure,no2,no2_24h,o3,o3_24h,o3_8h,o3_8h_24h,pm10,pm10_24h,pm2_5,pm2_5_24h,so2,so2_24h,aqi,colevel,no2level,o3level,o3_8hlevel,pm10level,pm2_5level,so2level,primarypollutant,quality,unheathful,orderid,ispublish,no,no_24h,nox,nox_24h
31,659004,2024-05-11T1800,2024年05月11日 18时,五家渠市,农水大厦,2711A,0.4,0.4,44.1756,87.5475,极少数异常敏感人群应减少户外活动,3,21,149,—,123,123,57,64,13,19,9,8,54,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
31,659004,2024-05-11T1800,2024年05月11日 18时,五家渠市,经开区管委会,3441A,0.2,0.4,44.1912,87.546,各类人群可正常活动,4,21,145,—,116,116,45,54,22,26,8,13,46,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
17,420100,2024-05-11T1800,2024年05月11日 18时,武汉市,东湖梨园,1325A,0.3,0.7,30.5584,114.3677,极少数异常敏感人群应减少户外活动,15,17,87,—,72,72,95,48,34,34,6,6,73,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
17,420100,2024-05-11T1800,2024年05月11日 18时,武汉市,汉阳月湖,1326A,0.3,0.6,30.558,114.2529,极少数异常敏感人群应减少户外活动,10,18,92,—,74,74,111,46,34,30,6,6,81,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
17,420100,2024-05-11T1800,2024年05月11日 18时,武汉市,汉口花桥,1327A,0.3,0.6,30.6189,114.282,极少数异常敏感人群应减少户外活动,13,18,86,—,70,70,107,62,37,35,7,7,79,1,1,1,1,2,2,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
17,420100,2024-05-11T1800,2024年05月11日 18时,武汉市,武昌紫阳,1328A,0.5,0.8,30.5332,114.3025,极少数异常敏感人群应减少户外活动,19,22,87,—,69,69,100,56,26,36,7,6,75,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
17,420100,2024-05-11T1800,2024年05月11日 18时,武汉市,青山钢花,1329A,0.6,1,30.6217,114.3646,极少数异常敏感人群应减少户外活动,18,20,82,—,70,70,108,61,44,44,6,7,79,1,1,1,1,2,2,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
17,420100,2024-05-11T1800,2024年05月11日 18时,武汉市,沌口新区,1330A,0.3,0.5,30.4825,114.1566,极少数异常敏感人群应减少户外活动,17,24,88,—,72,72,114,47,26,36,8,8,82,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
17,420100,2024-05-11T1800,2024年05月11日 18时,武汉市,汉口江滩,1331A,0.5,0.8,30.5944,114.3014,极少数异常敏感人群应减少户外活动,12,29,84,—,56,56,111,59,23,32,6,6,81,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
17,420100,2024-05-11T1800,2024年05月11日 18时,武汉市,吴家山,1333A,0.4,0.7,30.6319,114.135,极少数异常敏感人群应减少户外活动,14,25,99,—,78,78,104,49,29,30,7,7,77,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
17,420100,2024-05-11T1800,2024年05月11日 18时,武汉市,沉湖七壕,1334A,0.2,0.4,30.2917,113.8454,极少数异常敏感人群应减少户外活动,13,17,95,—,82,82,91,42,22,25,4,4,71,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
17,420100,2024-05-11T1800,2024年05月11日 18时,武汉市,民族大道182号,3153A,0.4,0.7,30.4908,114.3877,极少数异常敏感人群应减少户外活动,16,20,91,—,76,76,72,57,25,43,8,8,61,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
28,620600,2024-05-11T1800,2024年05月11日 18时,武威市,监测站,2652A,0.1,0.2,37.9251,102.6201,各类人群可正常活动,6,16,149,—,135,135,19,20,6,11,3,2,47,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
28,620600,2024-05-11T1800,2024年05月11日 18时,武威市,东关招商场,3201A,0.1,0.2,37.9325,102.6486,各类人群可正常活动,3,13,147,—,131,131,10,23,7,12,4,3,46,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
27,610100,2024-05-11T1800,2024年05月11日 18时,西安市,高压开关厂,1462A,0.3,0.4,34.2749,108.882,极少数异常敏感人群应减少户外活动,18,19,149,—,133,133,95,101,23,30,5,6,73,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610100,2024-05-11T1800,2024年05月11日 18时,西安市,兴庆小区,1463A,0.3,0.3,34.2629,108.993,极少数异常敏感人群应减少户外活动,13,13,156,—,134,134,91,113,24,23,4,4,71,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610100,2024-05-11T1800,2024年05月11日 18时,西安市,纺织城,1464A,0.4,0.4,34.2572,109.06,极少数异常敏感人群应减少户外活动,17,20,148,—,124,124,117,139,26,31,4,4,84,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610100,2024-05-11T1800,2024年05月11日 18时,西安市,小寨,1465A,0.3,0.3,34.2173,108.9356,极少数异常敏感人群应减少户外活动,16,18,145,—,127,127,113,96,14,26,5,5,82,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610100,2024-05-11T1800,2024年05月11日 18时,西安市,市人民体育场,1466A,0.3,0.4,34.2713,108.954,极少数异常敏感人群应减少户外活动,11,12,145,—,125,125,97,104,14,27,4,4,74,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610100,2024-05-11T1800,2024年05月11日 18时,西安市,高新西区,1467A,0.3,0.3,34.2322,108.8922,极少数异常敏感人群应减少户外活动,7,11,151,—,134,134,83,98,17,29,5,5,67,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610100,2024-05-11T1800,2024年05月11日 18时,西安市,经开区,1468A,0.3,0.3,34.3474,108.935,极少数异常敏感人群应减少户外活动,12,14,145,—,123,123,104,108,15,23,4,4,77,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610100,2024-05-11T1800,2024年05月11日 18时,西安市,长安区,1469A,0.2,0.3,34.1546,108.906,极少数异常敏感人群应减少户外活动,10,12,138,—,120,120,91,109,22,27,4,4,71,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610100,2024-05-11T1800,2024年05月11日 18时,西安市,临潼区,1471A,0.3,0.2,34.3731,109.2186,极少数异常敏感人群应减少户外活动,18,11,151,—,126,126,102,141,33,26,5,5,76,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610100,2024-05-11T1800,2024年05月11日 18时,西安市,草滩,1472A,0.2,0.3,34.378,108.869,极少数异常敏感人群应减少户外活动,13,20,143,—,127,127,134,105,13,17,6,6,92,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610100,2024-05-11T1800,2024年05月11日 18时,西安市,曲江文化产业集团,1473A,0.5,0.5,34.1978,108.985,极少数异常敏感人群应减少户外活动,14,13,149,—,130,130,108,119,22,24,3,3,79,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610100,2024-05-11T1800,2024年05月11日 18时,西安市,广运潭,1474A,0.4,0.5,34.3213,109.051,极少数异常敏感人群应减少户外活动,14,17,147,—,120,120,92,119,26,31,5,5,71,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610100,2024-05-11T1800,2024年05月11日 18时,西安市,文体局,3524A,0.3,0.3,34.1164,108.6116,极少数异常敏感人群应减少户外活动,10,15,134,—,120,120,96,112,14,25,5,5,73,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610100,2024-05-11T1800,2024年05月11日 18时,西安市,无线电监控中心,3605A,0.2,0.3,34.5236,109.09,极少数异常敏感人群应减少户外活动,14,17,157,—,130,130,130,140,33,28,5,4,90,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
29,630100,2024-05-11T1800,2024年05月11日 18时,西宁市,第五水厂,1483A,—,—,36.6867,101.524,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,0,0,0,0,0,0,—,—,—,1,False,—,—,—,—
29,630100,2024-05-11T1800,2024年05月11日 18时,西宁市,城北区政府,3055A,0.4,0.8,36.6428,101.7775,各类人群可正常活动,14,15,154,—,142,142,22,18,10,12,6,7,49,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
29,630100,2024-05-11T1800,2024年05月11日 18时,西宁市,世纪职校,3629A,0.4,0.6,36.5786,101.8305,各类人群可正常活动,10,18,150,—,138,138,17,15,10,14,6,10,47,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
29,630100,2024-05-11T1800,2024年05月11日 18时,西宁市,师大城西校区,3630A,0.3,0.6,36.6397,101.7413,各类人群可正常活动,8,17,145,—,129,129,27,27,20,17,4,6,46,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
25,532801,2024-05-11T1800,2024年05月11日 18时,西双版纳傣族自治州,景洪市江南,2612A,0.6,0.6,22.0019,100.7939,各类人群可正常活动,9,17,107,—,85,85,23,28,14,18,8,8,34,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
25,532801,2024-05-11T1800,2024年05月11日 18时,西双版纳傣族自治州,景洪市江北,2613A,0.6,0.6,22.0225,100.8017,各类人群可正常活动,9,13,109,—,84,84,23,30,15,21,10,10,35,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
27,612000,2024-05-11T1800,2024年05月11日 18时,西咸新区,北杜,3606A,0.3,0.4,34.46,108.7108,极少数异常敏感人群应减少户外活动,37,18,106,—,120,120,103,99,22,24,6,6,77,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,612000,2024-05-11T1800,2024年05月11日 18时,西咸新区,同德佳苑,3607A,0.3,0.4,34.2956,108.7096,极少数异常敏感人群应减少户外活动,12,15,144,—,127,127,102,102,34,37,4,4,76,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,612000,2024-05-11T1800,2024年05月11日 18时,西咸新区,崇文塔,3608A,0.4,0.5,34.4978,108.8558,极少数异常敏感人群应减少户外活动,14,17,136,—,118,118,115,108,24,27,2,2,83,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
5,152500,2024-05-11T1800,2024年05月11日 18时,锡林郭勒盟,市环保监测站,2202A,0.2,0.2,43.9317,116.1042,各类人群可正常活动,7,5,74,—,73,73,22,34,2,7,12,11,24,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
5,152500,2024-05-11T1800,2024年05月11日 18时,锡林郭勒盟,市政府,2203A,0.2,0.2,43.9311,116.0781,各类人群可正常活动,7,7,78,—,75,75,16,37,3,4,11,11,25,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
13,350200,2024-05-11T1800,2024年05月11日 18时,厦门市,溪东,1286A,—,—,24.8169,118.1608,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,0,0,0,0,0,0,—,—,—,1,False,—,—,—,—
13,350200,2024-05-11T1800,2024年05月11日 18时,厦门市,洪文,1287A,0.4,0.4,24.4767,118.1514,各类人群可正常活动,12,15,70,—,76,76,27,35,11,16,4,4,27,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
13,350200,2024-05-11T1800,2024年05月11日 18时,厦门市,鼓浪屿,1288A,0.3,0.5,24.4444,118.0661,各类人群可正常活动,8,16,56,—,70,70,22,42,8,19,3,4,22,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
13,350200,2024-05-11T1800,2024年05月11日 18时,厦门市,湖里中学,2842A,0.2,0.3,24.5058,118.0936,各类人群可正常活动,7,21,62,—,76,76,28,45,8,18,1,3,28,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
13,350200,2024-05-11T1800,2024年05月11日 18时,厦门市,集美中学,3527A,0.8,0.7,24.5688,118.0958,各类人群可正常活动,17,26,67,—,91,91,26,42,9,17,2,4,26,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
13,350200,2024-05-11T1800,2024年05月11日 18时,厦门市,同安二实小,3528A,0.4,0.5,24.7245,118.1493,各类人群可正常活动,17,15,83,—,112,112,29,35,13,20,3,2,29,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
17,421200,2024-05-11T1800,2024年05月11日 18时,咸宁市,森林公园,2447A,0.8,0.7,29.8142,114.3175,各类人群可正常活动,3,3,65,—,74,62,39,29,23,21,6,7,39,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
17,421200,2024-05-11T1800,2024年05月11日 18时,咸宁市,市发改委,2448A,0.7,0.6,29.8454,114.3107,极少数异常敏感人群应减少户外活动,16,12,71,—,71,68,56,37,49,30,7,7,68,1,1,1,1,2,2,1,细颗粒物(PM2.5),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
17,421200,2024-05-11T1800,2024年05月11日 18时,咸宁市,咸安区政府,2449A,0.7,0.7,29.8566,114.2936,各类人群可正常活动,18,16,70,—,71,67,42,36,24,25,7,7,42,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
17,421200,2024-05-11T1800,2024年05月11日 18时,咸宁市,长江产业园,3655A,0.7,0.7,29.8683,114.3375,极少数异常敏感人群应减少户外活动,15,16,64,—,62,62,59,38,42,30,6,6,59,1,1,1,1,2,2,1,细颗粒物(PM2.5),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610400,2024-05-11T1800,2024年05月11日 18时,咸阳市,气象站,1918A,—,—,34.3956,108.7197,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,0,0,0,0,0,0,—,—,—,1,False,—,—,—,—
27,610400,2024-05-11T1800,2024年05月11日 18时,咸阳市,实验中学,1919A,0.3,0.4,34.3155,108.673,极少数异常敏感人群应减少户外活动,13,17,144,—,126,126,115,112,30,28,4,4,83,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610400,2024-05-11T1800,2024年05月11日 18时,咸阳市,师范学院,1920A,0.3,0.4,34.3617,108.7233,极少数异常敏感人群应减少户外活动,21,21,137,—,124,124,138,132,30,33,4,3,94,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610400,2024-05-11T1800,2024年05月11日 18时,咸阳市,两寺渡,3165A,0.2,0.3,34.2969,108.6594,极少数异常敏感人群应减少户外活动,13,13,133,—,120,120,95,91,21,24,2,2,73,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
27,610400,2024-05-11T1800,2024年05月11日 18时,咸阳市,奥体中心,3525A,0.2,0.3,34.4078,108.6396,极少数异常敏感人群应减少户外活动,8,7,130,—,122,122,102,108,24,26,4,3,76,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
18,430300,2024-05-11T1800,2024年05月11日 18时,湘潭市,板塘,1508A,0.6,0.8,27.8614,112.9433,各类人群可正常活动,18,18,69,—,73,73,—,30,14,29,4,7,22,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
18,430300,2024-05-11T1800,2024年05月11日 18时,湘潭市,市监测站,1511A,0.6,0.8,27.8403,112.9118,各类人群可正常活动,17,21,75,—,80,80,20,39,19,39,4,8,28,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
18,430300,2024-05-11T1800,2024年05月11日 18时,湘潭市,江麓,1512A,0.7,0.9,27.8728,112.8937,各类人群可正常活动,20,19,61,—,82,82,—,51,24,33,3,10,35,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
18,430300,2024-05-11T1800,2024年05月11日 18时,湘潭市,岳塘,1513A,0.8,0.9,27.8159,112.9227,各类人群可正常活动,24,19,65,—,75,75,—,45,18,34,5,8,26,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
18,430300,2024-05-11T1800,2024年05月11日 18时,湘潭市,科大,1514A,0.8,0.9,27.9119,112.9074,各类人群可正常活动,18,17,44,—,68,66,35,53,24,31,3,4,35,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
18,430300,2024-05-11T1800,2024年05月11日 18时,湘潭市,昭山,1562A,0.7,0.9,27.9153,113.0048,各类人群可正常活动,21,24,63,—,69,69,—,41,21,36,5,8,30,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
18,430300,2024-05-11T1800,2024年05月11日 18时,湘潭市,韶山,1564A,0.5,0.6,27.9164,112.4876,极少数异常敏感人群应减少户外活动,4,6,97,—,68,68,56,48,21,27,5,6,53,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
18,433100,2024-05-11T1800,2024年05月11日 18时,湘西土家族苗族自治州,跃进水库,2492A,0.4,0.4,28.2558,109.6414,各类人群可正常活动,3,2,22,—,28,28,19,26,5,17,3,3,19,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
18,433100,2024-05-11T1800,2024年05月11日 18时,湘西土家族苗族自治州,州政府,2493A,0.5,0.6,28.3169,109.7325,各类人群可正常活动,6,10,48,—,54,54,22,31,14,23,8,8,22,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
18,433100,2024-05-11T1800,2024年05月11日 18时,湘西土家族苗族自治州,吉首市计生局,2494A,0.9,0.9,28.2675,109.6958,各类人群可正常活动,7,13,54,—,62,62,16,29,11,19,7,8,17,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
17,420600,2024-05-11T1800,2024年05月11日 18时,襄阳市,襄城运动路,2432A,0.6,0.8,32.0197,112.155,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,8,13,145,—,129,129,172,76,24,39,9,8,111,1,1,1,2,3,1,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
17,420600,2024-05-11T1800,2024年05月11日 18时,襄阳市,樊城新华路,2433A,0.6,0.7,32.0564,112.1392,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,12,14,137,—,123,123,155,77,30,39,8,8,103,1,1,1,2,3,1,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
17,420600,2024-05-11T1800,2024年05月11日 18时,襄阳市,高新管委会,2434A,0.6,0.7,32.1142,112.1825,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,16,15,119,—,116,116,157,82,12,42,8,8,104,1,1,1,2,3,1,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
17,420600,2024-05-11T1800,2024年05月11日 18时,襄阳市,襄州航空路,2435A,0.5,0.7,32.0903,112.2106,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,8,12,140,—,127,127,184,81,23,29,9,9,117,1,1,1,2,3,1,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
17,420600,2024-05-11T1800,2024年05月11日 18时,襄阳市,襄城隆中路,3396A,0.7,0.8,32.0067,112.0828,极少数异常敏感人群应减少户外活动,9,16,145,—,122,122,126,61,32,41,8,7,88,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
17,420600,2024-05-11T1800,2024年05月11日 18时,襄阳市,高新台子湾,3397A,0.4,0.5,32.1008,112.1214,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,14,18,150,—,132,132,173,81,28,38,7,7,112,1,1,1,2,3,1,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
17,420900,2024-05-11T1800,2024年05月11日 18时,孝感市,文化路,2443A,0.6,0.9,30.9285,113.9153,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,11,13,108,—,91,91,180,66,38,32,10,9,115,1,1,1,2,3,2,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
17,420900,2024-05-11T1800,2024年05月11日 18时,孝感市,东城区,2444A,0.5,0.8,30.9075,113.942,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,5,13,107,—,88,88,164,56,34,31,8,9,107,1,1,1,2,3,1,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
4,140900,2024-05-11T1800,2024年05月11日 18时,忻州市,开发区,2181A,0.3,0.3,38.4519,112.7383,各类人群可正常活动,14,13,120,—,109,109,46,156,26,33,6,9,46,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
4,140900,2024-05-11T1800,2024年05月11日 18时,忻州市,会展中心,2182A,0.4,0.4,38.4928,112.7003,各类人群可正常活动,10,13,112,—,99,99,41,162,18,36,6,7,41,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
4,140900,2024-05-11T1800,2024年05月11日 18时,忻州市,市政府,3208A,0.4,0.4,38.4153,112.7283,各类人群可正常活动,14,14,126,—,114,114,36,157,18,29,6,11,40,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
16,410700,2024-05-11T1800,2024年05月11日 18时,新乡市,环保西院,2389A,0.3,0.4,35.311,113.836,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,9,15,118,—,109,109,222,214,47,53,10,11,136,1,1,1,2,3,2,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
16,410700,2024-05-11T1800,2024年05月11日 18时,新乡市,开发区,2390A,0.4,0.6,35.272,113.884,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,4,11,118,—,110,110,221,214,70,64,10,10,136,1,1,1,2,3,2,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
16,410700,2024-05-11T1800,2024年05月11日 18时,新乡市,环保东院,2391A,0.3,0.5,35.303,113.883,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,9,14,112,—,105,105,230,208,52,50,7,8,140,1,1,1,2,3,2,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
16,410700,2024-05-11T1800,2024年05月11日 18时,新乡市,市委党校,3054A,0.3,0.4,35.2847,113.9194,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,7,13,116,—,106,106,242,236,46,63,5,7,146,1,1,1,2,3,2,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
16,410700,2024-05-11T1800,2024年05月11日 18时,新乡市,市政府,3475A,0.2,0.4,35.3045,113.9188,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,5,14,117,—,109,109,230,228,60,56,9,10,140,1,1,1,2,3,2,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
16,410700,2024-05-11T1800,2024年05月11日 18时,新乡市,河师大,3476A,0.3,0.5,35.3327,113.9135,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,11,19,120,—,110,110,268,272,66,65,8,9,159,1,1,1,2,4,2,1,颗粒物(PM10),中度污染,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,1,False,—,—,—,—
16,410700,2024-05-11T1800,2024年05月11日 18时,新乡市,行政服务中心,3689A,0.3,0.5,35.372,113.9003,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,10,18,111,—,110,110,257,218,81,48,9,12,154,1,1,1,2,4,3,1,颗粒物(PM10),中度污染,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,1,False,—,—,—,—
14,360500,2024-05-11T1800,2024年05月11日 18时,新余市,北岗,2352A,—,—,27.9317,115.0861,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,0,0,0,0,0,0,—,—,—,1,False,—,—,—,—
